lowPowerMode; ;Low power mode;;;;;;;;;;;低電力モード
lpmFunctionality; ;Low power mode functionality;;;;;;;;;;;低電力モードの機能
lowPowerModeSettings; ;Low power mode settings;;;;;;;;;;;低電力モード設定
sleepSettings; ;Sleep settings;;;;;;;;;;;スリープ設定
sleepMode; ;Sleep mode;;;;;;;;;;;スリープモード
sleepByManual; ;Sleep by manual trigger only;;;;;;;;;;;手動スリープ指定のみ
sleepByTimer; ;Sleep after specified duration and ignore ignition pin;;;;;;;;;;;指定時間経過後のスリープ動作のみ、イグニッション　ピンは無視
sleepByTimerOrIgnition; ;Sleep after specified duration or triggered by ignition pin;;;;;;;;;;;指定時間経過後または、イグニッション　ピンによるスリープ
sleepByIgnitionStatus; ;Sleep triggered by ignition pin status;;;;;;;;;;;イグニッション　ピン状態によるスリープ
sleepByIgnitionCondition; ;Sleep when ignition pin goes;;;;;;;;;;;イグニション　ピンの変化でSleepする
AdvancedConfigureBelow; ;Advanced (configure below);;;;;;;;;;;詳細（設定詳細は以下）
sleepAfterBooting; ;Always go to sleep this many seconds after booting;;;;;;;;;;;起動後、この時間経過後、必ずスリープする
triggerSleepNow; ;Trigger sleep mode now;;;;;;;;;;;直ぐにスリープする
wakeSettings; ;Wake settings;;;;;;;;;;;スリープからの復帰設定
wakeMode; ;Wake mode;;;;;;;;;;;スリープからの復帰モード
wakeByTimerAndIgnition; ;Only wake after specified duration and ignore ignition pin;;;;;;;;;;;指定時間経過後の復帰動作のみ、　イグニッション　ピンは無視
wakeByIgnitionStatus; ;Wake triggered by ignition pin status;;;;;;;;;;;イグニッション　ピン状態による復帰
wakeByIgnitionCondition; ;Wake when ignition pin goes;;;;;;;;;;;イグニッション　ピンの変化で復帰する
wakeUpAfter; ;Always wake up after;;;;;;;;;;;無条件でスリープ復帰するまでの時間
powerProfileSettings; ;Power profile settings;;;;;;;;;;;電源プロフィール設定
advancedSleepSettings; ;Advanced sleep settings;;;;;;;;;;;
advancedWakeSettings; ;Advanced wake settings;;;;;;;;;;;詳細スリープ復帰設定
advancedSleepIntroduction; ;In order to go to sleep, you may choose to create up to 2 ignition pin events which must occur in a row in order to go to sleep. Please choose the two required events below. If you wish to only require a single ignition pin event to occur, then please select Skip for Event 1, and configure Event 2 as desired.;;;;;;;;;;;
advancedWakeIntroduction; ;In order to wake from sleep, you may choose to create up to 2 ignition pin events which must occur in a row in order to wake. Please choose the two required events below. If you wish to only require a single ignition pin event to occur, then please select Skip for Event 1, and configure Event 2 as desired.;;;;;;;;;;;イグニッション　ピン　イベント一覧から、２つまで、スリープから復帰する為のイベントを選べます。以下から、復帰の為のイベントを二つ選んで下さい。もし、一つしか設定しない場合は、イベント＃１側の設定はしないで、イベント＃２だけ設定して下さい。
powerProfile; ;Power profiles;;;;;;;;;;;
event1; ;Event 1;;;;;;;;;;;イベント1
event2; ;Event 2;;;;;;;;;;;イベント2
guardTime; ;Guard time;;;;;;;;;;;保護時間
chooseValueStep1; ;Required ignition line value for Event 1;;;;;;;;;;;イベント1に必要なイグニッション　ピンの値
chooseValueStep2; ;Required ignition line value for Event 2;;;;;;;;;;;イベント2に必要なイグニッション　ピンの値
step1Introduction; ;For 'Stable time' fields, choose how long the ignition value must be stable for this Event (in 10ms increments).<br/>Note: 0 is a valid value, meaning instantaneous, 1 means 10ms etc.;;;;;;;;;;;滞留時間’の欄は、指定イベント発生と見なす最低滞留時間（１０ｍｓ単位）を設定して下さい、<br/>注：０はエッジトリガを意味し、１は、１０ｍｓに成ります
guardTimeIntroduction; ;Choose overall guard time in seconds for all steps. Must be > 0 to enforce ignition monitoring.;;;;;;;;;;;全ての段階の全体の保護時間を数秒で選択、イグニション監視実行の為には0より大きい値を指定する必要があります
stableTime; ;Stable time;;;;;;;;;;;滞留時間
overallGuardTime; ;Overall guard time;;;;;;;;;;;全体の保護時間
zTo65535; ;0 - 65535;;;;;;;;;;;0～65535
zTo4294967; ;0 - 4294967;;;;;;;;;;;0～4294967
sleepTimerRange; ;300 - 4294967;;;;;;;;;;;300～4294967
zTo19998warningMeg; ;This field must have a value between 1 and 19998;;;;;;;;;;;この欄は1～19998の間の値を持つ必要があります
zTo65535warningMeg; ;This field must have a value between 1 and 65535;;;;;;;;;;;1～65535の範囲で、この欄には値を設定して下さい
zTo4294967warningMeg; ;This field must have a value between 1 and 4294967;;;;;;;;;;;1～4294967の範囲で、この欄には値を設定して下さい
oneTo99999warningMeg; ;This field must have a value between 1 and 99999;;;;;;;;;;;
oneTo99999; ;(1-99999);;;;;;;;;;;
sleepTimerWarningMeg; ;This field must have a value between 300 and 4294967;;;;;;;;;;;300～4294967の範囲で、この欄には値を設定して下さい
last inform status;admin;Last inform status;;;;;;;;;;;直近の通知ステータス
start at;admin;Start at;;;;;;;;;;;開始
end at;admin;End at;;;;;;;;;;;終了
powerProfileList; ;Power switch profile list;;;;;;;;;;;電源スイッチプロフィールリスト
pspListEmpty; ;The power switch profile list is empty;;;;;;;;;;;電源スイッチプロフィールリストは設定されていません
standby; ;Full power standby;;;;;;;;;;;フルパワースタンバイ
LEDs; ;LEDs;;;;;;;;;;;LED
otgHost; ;OTG host;;;;;;;;;;;OTGホスト
otgDevice; ;OTG device;;;;;;;;;;;OTGデバイス
ethernet; ;Ethernet;;;;;;;;;;;イーサネット
ethernetPort0; ;Ethernet port0;;;;;;;;;;;イーサネットポート0
ethernetPort1; ;Ethernet port1;;;;;;;;;;;イーサネットポート1
noChange; ;No change;;;;;;;;;;;変更なし
enableList; ;Enable list;;;;;;;;;;;有効化するリスト
disableList; ;Disable list;;;;;;;;;;;無効化するリスト
ioPins; ;IO pins;;;;;;;;;;;IOピン
rawInput; ;Raw input;;;;;;;;;;;直接入力
msg update unknown failure; ;Update process failed. Please check your WWAN connection status.;;;;;;;;;;;アップデートプロセスが失敗しました、WWAN接続ステータスを確認して下さい
gpswarning1; ;Please enable GPS to access this functionality.;;;;;;;;;;;この機能は、GPSを有効にしてから使用して下さい
systemShuttingDown; ;System is shutting down ...;;;;;;;;;;;システムを終了しています
lanOnly; ;LAN;;;;;;;;;;;LAN
lanAndWan; ;LAN and WAN;;;;;;;;;;;LANとWAN
ixon; ;Xon / Xoff;;;;;;;;;;;
selectAll; ;Select all;;;;;;;;;;;全て選択
deSelectAll; ;Unselect all;;;;;;;;;;;全ての選択を解除
UiPasswdLenLimit;NTC-GUI admin internet; 1-128 characters in length;;;;;;;;;;;1～128の文字数
passwdLenLimit;NTC-GUI admin internet; 1-126 characters in length;;;;;;;;;;;1～126文字
wlanapStatus; ;WLAN AP status;;;;;;;;;;;
voiceMenu; ;Voice;;;;;;;;;;;
voiceEnable; ;Voice calls;;;;;;;;;;;
upload module firmware;admin main;Update Module Firmware;;;;;;;;;;;
extraPPPoption; ;Extra PPP option;;;;;;;;;;;拡張PPPオプション
Previously Stored GPS Data (N/A); ;Previously Stored GPS Data (N/A);;;;;;;;;;;前回保存されたGPSデータ（N/A）
Previously Stored GPS Data (Standalone); ;Previously Stored GPS Data (Standalone);;;;;;;;;;;前回保存されたGPSデータ（スタンドアローン）
Previously Stored GPS Data (Mobile Assisted); ;Previously Stored GPS Data (Mobile Assisted);;;;;;;;;;;前回保存されたGPSデータ（モバイルアシスト）
MS Assisted GPS; ;MS Assisted GPS;;;;;;;;;;;MSアシストGPS
Stand-alone GPS; ;Stand-alone GPS;;;;;;;;;;;スタンドアローンGPS
January; ;January;;;;;;;;;;;1月
February; ;February;;;;;;;;;;;2月
March; ;March;;;;;;;;;;;3月
April; ;April;;;;;;;;;;;4月
May; ;May;;;;;;;;;;;5月
June; ;June;;;;;;;;;;;6月
July; ;July;;;;;;;;;;;7月
August; ;August;;;;;;;;;;;8月
September; ;September;;;;;;;;;;;9月
October; ;October;;;;;;;;;;;10月
November; ;November;;;;;;;;;;;11月
December; ;December;;;;;;;;;;;12月
Sunday; ;Sunday;;;;;;;;;;;日曜日
Monday; ;Monday;;;;;;;;;;;月曜日
Tuesday; ;Tuesday;;;;;;;;;;;火曜日
Wednesday; ;Wednesday;;;;;;;;;;;水曜日
Thursday; ;Thursday;;;;;;;;;;;木曜日
Friday; ;Friday;;;;;;;;;;;金曜日
Saturday; ;Saturday;;;;;;;;;;;土曜日
first; ;first;;;;;;;;;;;最初の
second; ;second;;;;;;;;;;;2番目の
third; ;third;;;;;;;;;;;3番目の
fourth; ;fourth;;;;;;;;;;;4番目の
last; ;last;;;;;;;;;;;最後の
powerStatus; ;Power status;;;;;;;;;;;
dhDoneMsg; ;Done. DH parameters generated successfully.;;;;;;;;;;;完了、DHパラメータ生成、成功
genDHmag1; ;Generating DH parameters;;;;;;;;;;;DHパラメータ生成中
genDHmag2; ;bit long safe prime;;;;;;;;;;;bit long safe prime
genDHmag3; ;generator;;;;;;;;;;;generator
ntpInfo; ;Daylight Saving Time begins on the %%0 %%1 in %%2 at %%3, and ends on the %%4 %%5 in %%6 at %%7;;;;;;;;;;;サマータイムは%2の%0%1の%3から%6の%4%5の%7迄です
tcp timeout; ;TCP timeout;;;;;;;;;;;
field10and600; ;Please specify a value between 10 and 600;;;;;;;;;;;
noConflicts; ;No conflicts;;;;;;;;;;;競合無し
conflicts; ;Conflicts;;;;;;;;;;;競合
paddStatus; ;PADD status;;;;;;;;;;;
notReady; ;Not ready;;;;;;;;;;;利用できません
legacyDataManagers; ;Legacy data managers;;;;;;;;;;;従来型データマネージャ
endPoints; ;Endpoints;;;;;;;;;;;データ端点登録
streams; ;Streams;;;;;;;;;;;端点接続登録
modemEmulator; ;Modem emulator;;;;;;;;;;;モデムエミュレータ
server_port; ;Server:Port;;;;;;;;;;;サーバ　ポート
warningWdsReboot;NTC-GUI wireless;Router needs rebooting now to apply WDS setting or WDS may not work properly until rebooting.;احتياجات جهاز التوجيه إعادة التشغيل الآن لتطبيق الإعداد WDS أو WDS قد لا تعمل بشكل صحيح حتى إعادة التشغيل.;Besoins de routeur de redémarrer maintenant d'appliquer réglage WDS WDS ou peuvent ne pas fonctionner correctement jusqu'à ce que le redémarrage.;;;;;;;;;
endPoint; ;endpoint;;;;;;;;;;;終端
endPointsList; ;Endpoints list;;;;;;;;;;;エンドポイント一覧
endPointName; ;Endpoint name;;;;;;;;;;;エンドポイント名
summary; ;Summary;;;;;;;;;;;サマリー
EDPempty; ;The endpoints list is empty;;;;;;;;;;;エンドポイント一覧の設定が有りません
endPointTypes; ;Endpoint types;;;;;;;;;;;エンドポイント種別
endPointDelMsg; ;The endpoint "%%0" will be deleted. Are you sure that you want to continue?;;;;;;;;;;;
type1; ;Serial port (generic);;;;;;;;;;;シリアルポート（一般）
type2; ;TCP server;;;;;;;;;;;TCPサーバ
type3; ;TCP client;;;;;;;;;;;TCPクライアント
type4; ;UDP server;;;;;;;;;;;UDPサーバ
type5; ;UDP client;;;;;;;;;;;UDPクライアント
type6; ;GPS data;;;;;;;;;;;GPSデータ
type7; ;User defined executable;;;;;;;;;;;ユーザ指定カスタム処理
type8; ;RS232 port;;;;;;;;;;;RS232ポート
type9; ;RS485 port;;;;;;;;;;;RS485ポート
type10; ;RS422 port;;;;;;;;;;;RS422ポート
type11; ;Modem emulator;;;;;;;;;;;モデムエミュレータ
type12; ;PPP server;;;;;;;;;;;PPPサーバ
type13; ;IP modem;;;;;;;;;;;IPモデム
type14; ;Circuit switched data (CSD);;;;;;;;;;;CSデータ（CSD）
type15; ;TCP connect-on-demand;;;;;;;;;;;
type16; ;Bluetooth Serial Port Profile;;;;;;;;;;;
type17; ;Bluetooth GATT Client;;;;;;;;;;;
notValidated; ;Not validated;;;;;;;;;;;
stopped; ;Stopped;;;;;;;;;;;停止
mode1; ;Raw;;;;;;;;;;;Raw
mode2; ;Modbus server gateway RTU;;;;;;;;;;;ModBusサーバ　ゲートウェイRTU
mode3; ;Modbus server gateway ASCII;;;;;;;;;;;ModBusサーバ　ゲートウェイASCII
mode4; ;Modbus client agent RTU;;;;;;;;;;;ModBUSクライアント　エージェントRTU
mode5; ;Modbus client agent ASCII;;;;;;;;;;;ModBUSクライアント　エージェントASCII
invalidEndpointName; ;Invalid endpoint name;;;;;;;;;;;無効なエンドポイント名です
GPS_rawmode; ;GPS raw mode;;;;;;;;;;;GPS　Raw　モード
1-20; ;1-20;;;;;;;;;;;1-20
field1and20; ;Please specify a value between 1 and 20;;;;;;;;;;;1～20の範囲で値を指定して下さい
1-50; ;1-50;;;;;;;;;;;1-50
field1and50; ;Please specify a value between 1 and 50;;;;;;;;;;;１～50の範囲で値を指定して下さい
0-1000; ;0-1000;;;;;;;;;;;0-1000
fieldzand1000; ;Please specify a value between 0 and 1000;;;;;;;;;;;0～1000の範囲で値を指定して下さい。
1-1000; ;1-1000;;;;;;;;;;;１－１０００
field1and1000; ;Please specify a value between 1 and 1000;;;;;;;;;;;１～1000の範囲で値を指定して下さい
1-1500; ;1-1500;;;;;;;;;;;
field1and1500; ;Please specify a value between 1 and 1500;;;;;;;;;;;
1-10000; ;1-10000;;;;;;;;;;;１－１００００
field1and10000; ;Please specify a value between 1 and 10000;;;;;;;;;;;１～10000の範囲で値を指定して下さい
0-10000; ;0-10000;;;;;;;;;;;
fieldzand10000; ;Please specify a value between 0 and 10000;;;;;;;;;;;
field1and3600; ;Please specify a value between 1 and 3600;;;;;;;;;;;
1-3600; ;1-3600;;;;;;;;;;;
field1and604800; ;Please specify a value between 1 and 604800;;;;;;;;;;;
1-604800; ;1-604800;;;;;;;;;;;
field1and1000000; ;Please specify a value between 1 and 1000000;;;;;;;;;;;
1-1000000; ;1-1000000;;;;;;;;;;;
givenRange; ;Please specify a value in the given range;;;;;;;;;;;
maxendpoint; ;You have reached the maximum Endpoint count of 50.;;;;;;;;;;;最大エンドポイント数（５０）に達しました
maxstreams; ;You have reached the maximum Data Streams count of 20.;;;;;;;;;;;最大データ　ストリーム数（２０）に達しました
custom; ;Custom;;;;;;;;;;;カスタム
customHost; ;Custom host port name;;;;;;;;;;;カスタムホストポート名
epNameBlank; ;The blank endpoint name is not accepted.;;;;;;;;;;;エンドポイント名を空欄には出来ません
autoAnswer; ;Auto answer;;;;;;;;;;;自動応答
epValidateFailed; ;Endpoints validation has failed;;;;;;;;;;;エンドポイント確認失敗
running; ;Running;;;;;;;;;;;稼働中
noRetry; ;(0 = No retry);;;;;;;;;;;(0 = 再試行無し)
gpsDisabledMsg; ;Please ensure that the GPS service is enabled before using this endpoint.;;;;;;;;;;;この端点を利用する場合は必ずGPS機能を有効にして下さい
external; ;USB;;;;;;;;;;;
ethernet group configuration; ;Ethernet interface assignment;;;;;;;;;;;
no wan interface is configured; ;No WAN interface is configured;;;;;;;;;;;
wan ethernet; ;WAN interface;;;;;;;;;;;
LANWAN configuration; ;Connection ;;;;;;;;;;;
Independent; ;Independent;;;;;;;;;;;
lan; ;LAN;;;;;;;;;;;LAN
vlans; ;VLANs;;;;;;;;;;;VLANs
vlanName; ;VLAN Name;;;;;;;;;;;VLAN Name
wan; ;WAN;;;;;;;;;;;
wan configuration; ;Ethernet WAN configuration;;;;;;;;;;;
ethernetWANMenu; ;WAN configuration;;;;;;;;;;;
ethernet lanwan; ;Ethernet LAN/WAN;;;;;;;;;;;
ethernet lanwan;spec_vdf;Ethernet WAN/LAN;;;;;;;;;;;
wpaPsk; ;WPA-PSK;;;;;;;;;;;
wpaEapTls; ;WPA-EAP-TLS;;;;;;;;;;;
wpa2Psk; ;WPA2-PSK;;;;;;;;;;;
wpa2EapTls; ;WPA2-EAP-TLS;;;;;;;;;;;
thePassphraseIs; ;The passphrase is;;;;;;;;;;;
theIdentityShouldNotBeEmpty; ;The identity should not be empty;;;;;;;;;;;
priority; ;Priority;;;;;;;;;;;
failover configuration; ;Failover configuration;;;;;;;;;;;
monitoring method; ;Monitoring method;;;;;;;;;;;
wan ethernet; ;WAN connection;;;;;;;;;;;
vlanNameList; ;VLANs;;;;;;;;;;;
ping; ;Ping;;;;;;;;;;;
physical link; ;Hardware link;;;;;;;;;;;
discard confirm; ;Configuration is modified. Are you sure you want to continue without saving?;;;;;;;;;;;
monitor; ;Monitor type;;;;;;;;;;;
Monitor; ;Monitor;;;;;;;;;;;
metrics; ;Metric; ;;;;;;;;;;
wan configurations; ;WAN configurations;;;;;;;;;;;
ethwanpStatus;spec_vdf;Ethernet WAN connection status;;;;;;;;;;;
wan configuration info; ;WAN interfaces can be activated or reconfigured in the following configuration pages.;;;;;;;;;;;
fail over configuration; ;Failover configuration;;;;;;;;;;;
ethwanpStatus; ;Ethernet connection status;;;;;;;;;;;
Priority; ;edit;;;;;;;;;;;
ping; ;Ping;;;;;;;;;;;
phy; ;Link;;;;;;;;;;;
host; ;Host;;;;;;;;;;;
retry timer; ;Retry timer;;;;;;;;;;;再試行タイマー
wireless client settings; ;Wireless client settings;;;;;;;;;;;
hotSpotFunc; ;Hotspot functionality;;;;;;;;;;;
publicHotspotService; ;Public hotspot service;;;;;;;;;;;
server; ;Server;;;;;;;;;;;
locationID; ;Location ID;;;;;;;;;;;
operatorName; ;Operator name;;;;;;;;;;;
lanIntf; ;LAN interface;;;;;;;;;;;
maxCliConn; ;Max client connections;;;;;;;;;;;
hotspot warningMsg1; ;Invalid maxclients value;;;;;;;;;;;
hotspot warningMsg2; ;Invalid Max downlink bandwidth value;;;;;;;;;;;
hotspot warningMsg3; ;Invalid Max uplink bandwidth;;;;;;;;;;;
hotspot warningMsg4; ;Invalid Session timeout value;;;;;;;;;;;
hotspot warningMsg5; ;Invalid Idle timeout value;;;;;;;;;;;
hotspot warningMsg6; ;Invalid domain name;;;;;;;;;;;
maxDownBand; ;Max downlink bandwidth;;;;;;;;;;;
maxUpBand; ;Max uplink bandwidth;;;;;;;;;;;
sessTout; ;Session timeout;;;;;;;;;;;
idlTout; ;Idle timeout;;;;;;;;;;;
landPage; ;Landing page;;;;;;;;;;;
startIp; ;Starting IP address;;;;;;;;;;;
deprioritisation; ;Deprioritisation;;;;;;;;;;;
authOpt; ;Authentication options;;;;;;;;;;;
authentication; ;Authentication;;;;;;;;;;;
locUsrSet; ;Local user settings;;;;;;;;;;;
radSet; ;Radius settings;;;;;;;;;;;
radSrvr1; ;Radius server 1;;;;;;;;;;;
radSrvr2; ;Radius server 2;;;;;;;;;;;
authPort; ;Authentication port;;;;;;;;;;;
ssid; ;SSID;;;;;;;;;;;
sharedSecrt; ;Shared secret;;;;;;;;;;;
reEntSharedSecrt; ;Re-enter shared secret;;;;;;;;;;;
pageRedir; ;Page redirect;;;;;;;;;;;
allowIntAcc; ;Allow internet access;;;;;;;;;;;
terUse; ;Terms of use;;;;;;;;;;;
intTerUse; ;Internal terms of use;;;;;;;;;;;
noTerUse; ;No terms of use;;;;;;;;;;;
extTerUse; ;External terms of use;;;;;;;;;;;
locLan; ;Local LAN;;;;;;;;;;;
routrMgmt; ;Router management interface;;;;;;;;;;;
wirelessHotspotConfig; ;Wireless hotspot configuration;;;;;;;;;;;
sharedSecrtsDontMatch; ;Shared Secrets do not match;;;;;;;;;;;
kbitsPerSec; ;kbits/second;;;;;;;;;;;
mins; ;minutes;;;;;;;;;;;
routrAccessPerm; ;Router access permissions;;;;;;;;;;;
wlanStaChanClash; ;Connecting to this AP will fail because the channel is different to our local AP channel. Please change either the local or remote AP channel so that the two are the same.;;;;;;;;;;;
wlanStaAutoChanClash; ;The Client radio can not be enabled if the AP channel is in auto mode;;;;;;;;;;;
wlanApChanClash; ;WARNING: Turning on the AP radio when the client radio is already on means the local AP radio controls the channel. If you proceed you should ensure the local AP channel setting matches the remote AP channel to maintain connectivity.\nAre you sure you want to continue ?;;;;;;;;;;;
wlanACSShouldBeDisabled; ;When simultaneously using this device as an access point and a client, turning on the "AP follows client channel" option configures this device's wireless access point to use the same channel as its client connection to an upstream access point.\nClick "OK" to confirm this change or click "Cancel" to go back.;;;;;;;;;;;
wlanWDSShouldBeDisabled; ;The WDS mode is currently enabled. To enable the "AP follows client channel" option, WDS has to be disabled.\nDo you want to disable WDS now and continue?;;;;;;;;;;;
wlanStaWdsCannotBeEnabled; ;The "AP follows client channel" option is enabled, which prevents the WDS mode from being enabled.\nPlease disable the "AP follows client channel" option first;;;;;;;;;;;
scanFailed; ;The scan failed, try again later;;;;;;;;;;;
scanServerError; ;Scan failed due to server communication error;;;;;;;;;;;
serverTimeout; ;Timed out on server response;;;;;;;;;;;
turnRadioOn; ;Please turn the Radio on to scan for Access points;;;;;;;;;;;
static ip; ;Static IP address;عنوان IP ثابت;Adresse IP statique;;;;;;;;;固定IPアドレス
preferred ip; ;Preferred IP address;عنوان IP المفضل;Adresse IP préféré;;;;;;;;;要望IPアドレス
lightweightM2M; ;Lightweight M2M;;;;;;;;;;;
LWM2Mconfiguration; ;OMA Lightweight M2M configuration;;;;;;;;;;;OMA-LWM2M設定
enableLWM2M; ;Enable LWM2M;;;;;;;;;;;LWM2M有効
LWM2Mserver; ;Server URL;;;;;;;;;;;サーバのURL
LWM2Mport; ;Listen port (normal);;;;;;;;;;;リスン　ポート
LWM2Mports; ;Listen port (secure);;;;;;;;;;;
LWM2Msecurity; ;Security type;;;;;;;;;;;
LWM2Mcid; ;Client id;;;;;;;;;;;
LWM2Mckey; ;Client key;;;;;;;;;;;
LWM2MignoreSource; ;Respond to any IP;;;;;;;;;;;全てのIPに応答する
LWM2Mepname; ;Endpoint name;;;;;;;;;;;
noKeyUploaded; ;No key uploaded;;;;;;;;;;;
powerProfileSettings; ;Power profile settings;;;;;;;;;;;
sleepAfterTimer; ;Sleep after timer;;;;;;;;;;;
sleepAtScheduleTimer; ;Sleep at scheduled time;;;;;;;;;;;
sleepTriggeredByIgnPin; ;Sleep triggered by ignition pin;;;;;;;;;;;
wakeTriggeredByIgnPin; ;Wake up triggered by ignition pin;;;;;;;;;;;
wakeAtScheduleTimer; ;Wake at scheduled time;;;;;;;;;;;
sleepAfter; ;Sleep after;;;;;;;;;;;
awakeAfterIgn; ;Remain awake after ignition off;;;;;;;;;;;
scheduleSleepAt; ;Schedule sleep at;;;;;;;;;;;
scheduleWakeUpAt; ;Schedule wake up at;;;;;;;;;;;
powerManagement; ;Power management;;;;;;;;;;;消費電力管理
preferred ip; ;Preferred IP address;ﻊﻧﻭﺎﻧ IP ﺎﻠﻤﻔﻀﻟ;Adresse IP préféré;;;;;;;;;要望IPアドレス
avail; ;Available;;;;;;;;;;;
builtin; ;Onboard;;;;;;;;;;;
desc; ;Description;;;;;;;;;;;
failed to umount; ;Failed to umount;;;;;;;;;;;
fs; ;File-system;;;;;;;;;;;
guest access; ;Guest access;;;;;;;;;;;
mp; ;Name;;;;;;;;;;;
no; ;No;;;;;;;;;;;
password not matched; ;Password not matched;;;;;;;;;;;不正なパスワードです
remove; ;Safely eject;;;;;;;;;;;
safely eject; ;Safely eject;;;;;;;;;;;
samba storage access; ;Storage access;;;;;;;;;;;
storage device list; ;Storage device list;;;;;;;;;;;
usb; ;USB;;;;;;;;;;;
used; ;Used;;;;;;;;;;;
used%; ;Used (%);;;;;;;;;;;
verify connection request password; ;Verify connection request password;;;;;;;;;;;接続要求パスワードの確認
writable; ;Writable;;;;;;;;;;;
vfat; ;VFAT;;;;;;;;;;;
ntfs; ;NTFS;;;;;;;;;;;
nas; ;Storage;;;;;;;;;;;
otgusb; ;USB-OTG;;;;;;;;;;;
otgusb;spec_vdf;USB OTG;;;;;;;;;;;
network storage settings; ;Network samba storage settings;;;;;;;;;;;
authentication access; ;Authenticated access;;;;;;;;;;;
readonly; ;Read-only;;;;;;;;;;;
microsd; ;μSD;;;;;;;;;;;
samba def pass; ;(Default: smbpass);;;;;;;;;;;
SafelyEjectConfirm; ;Press 'OK' to eject or press 'Cancel' to remain unchanged;;;;;;;;;;;
storage; ;External storage;;;;;;;;;;;
no media found; ;No media found;;;;;;;;;;;
usb otg; ;USB-OTG;;;;;;;;;;;
usb otg;spec_vdf;USB OTG;;;;;;;;;;;
usb otg configuration; ;USB-OTG configuration;;;;;;;;;;;
usb otg configuration;spec_vdf;USB OTG configuration;;;;;;;;;;;
usb otg status; ;Current status;;;;;;;;;;;
usb otg mode; ;Manual selection;;;;;;;;;;;
device mode; ;Device mode;;;;;;;;;;;
host mode; ;Host mode;;;;;;;;;;;
unknown mode; ;Unknown mode;;;;;;;;;;;
down mode; ;Disabled;;;;;;;;;;;
usbOtgEnablePort; ;Enable port;;;;;;;;;;;
otg; ;Automatic;;;;;;;;;;;
automatic mode; ;Automatic mode;;;;;;;;;;;
WAN failover; ;WAN failover;;;;;;;;;;;
ethernet wan; ;Ethernet WAN;;;;;;;;;;;
wireless client; ;Wireless client;;;;;;;;;;;
wwan data connection; ;WWAN data connection;;;;;;;;;;;
wan summary; ;Active WAN interfaces;;;;;;;;;;;
Link status; ;Link status;;;;;;;;;;;
up; ;Up;;;;;;;;;;;
down; ;Down;;;;;;;;;;;
ethernetGroupMenu; ;Interface assignment;;;;;;;;;;;
chan; ;Ch;;;;;;;;;;;
accessPointList; ;Access point list;;;;;;;;;;;
clientConfiguration; ;Client configuration;;;;;;;;;;;
wirelessClientConfiguration; ;Wireless client configuration;;;;;;;;;;;
clientRadio; ;Client radio;;;;;;;;;;;
clientRadio;spec_vdf;Client mode;;;;;;;;;;;
wdsStaEnable; ;WDS (station mode) enable;;;;;;;;;;;
wdsApEnable; ;WDS (AP mode) enable;;;;;;;;;;;
wdsClientsCount; ;Active WDS stations/peers;;;;;;;;;;;
wdsUpstreamApMacAdr; ;Upstream AP MAC address;;;;;;;;;;;
weakPasswordWarningMsg2; ;Please login as root to change the password.;;;;;;;;;;;
wifiStatusPageMode; ;Mode;;;;;;;;;;;
autoRoaming; ;Auto roaming;;;;;;;;;;;
shortScanInterval; ;Short scan interval;;;;;;;;;;;
signalStrengthThreshold; ;Signal strength threshold;;;;;;;;;;;
longScanInterval; ;Long scan interval;;;;;;;;;;;
SSIDAndSecuritySettings; ;SSID and security settings;;;;;;;;;;;
SimMgmt; ;SIM management;;;;;;;;;;;
Option; ;Option;;;;;;;;;;;オプション
simMgmtType; ;Type;;;;;;;;;;;
simMgmtExtSIMName; ;SIM1;;;;;;;;;;;
simMgmtEmbeddedSIMName; ;SIM2;;;;;;;;;;;
Status; ;Status;;;;;;;;;;;
LogicalStatus; ;Logical Status;;;;;;;;;;;
DataProfConf; ;Data connection profiles configurations;;;;;;;;;;;
DataProfConfDesc; ;You may need to re-configure the Data Configuration Profiles;;;;;;;;;;;
preference; ;Preference;;;;;;;;;;;
primary; ;Primary;;;;;;;;;;;
secondary; ;Secondary;;;;;;;;;;;
embedded; ;Embedded;;;;;;;;;;;
extern; ;External;;;;;;;;;;;
notInserted; ;SIM not inserted;;;;;;;;;;;
inserted; ;Inserted;;;;;;;;;;;
event noti; ;Event notification;إعلام الحدث;Notification de l'événement;;;;;;;;;イベント通知
evtnotiDisabled; ;Event notification is currently disabled.;تم تعطيل إعلام الحدث حاليا.;La notification des événements est désactivée.;;;;;;;;;イベント通知が現在無効になっています.
event noti title; ;Event notification configuration;الحدث التكوين إعلام;Configuration de la notification de l'événement;;;;;;;;;イベント通知の設定
event noti enable; ;Enable event notification;تمكين إعلام الحدث;Activer la notification d'événements;;;;;;;;;イベント通知を有効にする
event buf max; ;Maximum event buffer size;الحد الأقصى لحجم المخزن المؤقت الحدث;La taille maximale de la mémoire tampon de l'événement;;;;;;;;;イベント最大バッファサイズ
eventNotificationConf; ;Notification configuration;التكوين الإخطار;Configuration des notifications;;;;;;;;;通知の設定
eventDestinationConf; ;Destination configuration;التكوين الوجهة;Configuration de destination;;;;;;;;;通知先設定
eventDestinationEdit; ;Event destination profile settings;;;;;;;;;;;イベント宛先プロファイル設定
eventDestinationList; ;Event destination profile list;;;;;;;;;;;イベント宛先プロファイル一覧
